County,Latitude,Longitude
Fayette County,39.9478393,-81.9534815
Richland County,33.4502206,-84.4802606
Athens County,34.0412165,-80.9428911
Wyandot County,39.3030308,-82.12784
Seneca County,40.8471492,-83.336188
Clinton County,42.7651891,-76.8720961
Logan County,42.9663458,-84.5222189
Stark County,40.3899679,-83.8473015
Wayne County,40.8684676,-81.2518833
Ross County,42.2790746,-83.336188
Perry County,39.3584253,-82.9931607
Hardin County,40.371376,-77.2405153
Hocking County,30.364764,-94.315422
Trumbull County,39.4909358,-82.4752757
Marion County,41.3064984,-80.7214417
Lawrence County,29.2787765,-82.12784
Defiance County,40.957855,-80.365865
Williams County,41.3491725,-84.4802606
Darke County,48.432044,-103.2923954
Ashland County,40.1056572,-84.6897495
Highland County,46.9794969,-90.4824892
Allen County,39.2228606,-83.5070203
Henry County,41.0932622,-85.023346
Vinton County,33.4347963,-84.1435136
Coshocton County,39.2875595,-82.5185837
Adams County,40.2735823,-81.9534815
Fulton County,39.8398269,-104.1930918
Columbiana County,33.8033965,-84.3962535
Morgan County,40.7902581,-80.7657804
Hancock County,41.0576176,-111.6183755
Tuscarawas County,39.8249915,-85.8486236
Paulding County,40.3978972,-81.4278984
Brown County,33.9142037,-84.8984775
Mercer County,44.4561674,-87.9334803
Preble County,40.3028533,-74.7337069
Belmont County,39.7778251,-84.6897495
Noble County,40.0325848,-80.8986502
Jackson County,41.4277391,-85.354965
Madison County,38.9914998,-94.315422
Carroll County,38.9041402,-89.9253233
Shelby County,39.5423418,-77.0564464
Guernsey County,35.1268552,-89.9253233
Gallia County,40.0731129,-81.4278984
Harrison County,38.8619254,-82.345189
Monroe County,30.432087,-89.0179332
Holmes County,43.2841246,-77.7452081
Oklahoma,40.5540928,-81.909826
US ,35.0077519,-97.092877
Tillman County,37.09024,-95.712891
Major County,34.4478348,-98.9245343
Blaine County,36.3479671,-98.5281613
Grant County,43.4743428,-113.9664446
Nowata County,47.1981147,-119.3732456
Dewey County,36.7344388,-95.6457951
Comanche County,36.017265,-98.9245343
Alfalfa County,34.6612778,-98.3964938
McCurtain County,36.7435919,-98.3964938
Greer County,34.1481711,-94.8105955
Tulsa County,34.9338651,-99.456155
Washington County,36.1593471,-95.940971
Creek County,45.5469616,-123.1386021
Beaver County,35.8362494,-96.3226072
Craig County,40.6367812,-80.365865
Oklahoma County,37.4465895,-80.2321313
Kingfisher County,35.6038323,-97.3516558
Kiowa County,35.9181468,-97.87216
Garfield County,37.5285165,-99.2785583
Canadian County,39.6584775,-107.763621
Woods County,35.5593784,-98.0465185
Cleveland County,36.7181862,-98.7481167
McClain County,35.361354,-81.6035062
Okfuskee County,35.0282316,-97.4814163
Pottawatomie County,35.4878871,-96.3226072
Cherokee County,39.3976344,-96.3226072
Okmulgee County,34.2514526,-84.4802606
Rogers County,35.6795873,-95.9832577
Stephens County,36.3898068,-95.6457951
Carter County,34.5458998,-83.2934086
Beckham County,36.2638604,-82.12784
Ellis County,35.2687266,-99.634135
Caddo County,32.2619765,-96.8350999
Logan County,35.10556,-98.3088441
Payne County,40.3899679,-83.8473015
Kay County,36.1449988,-97.0068393
Marshall County,36.8234478,-97.179026
Delaware County,34.3652297,-86.3376761
Garvin County,39.907793,-75.3878525
Woodward County,34.7289063,-97.3516558
Atoka County,36.413792,-99.3673084
Muskogee County,34.4509901,-95.9832577
Cotton County,35.7111198,-95.3102505
Bryan County,34.309094,-98.3964938
Wagoner County,32.0236584,-81.4718387
Pushmataha County,35.9192397,-95.5197394
Texas County,34.4820384,-95.3102505
Haskell County,31.9685988,-99.9018131
Grady County,33.1403423,-99.8124935
Pittsburg County,35.0472662,-97.87216
Pawnee County,34.9879281,-95.8142885
Jefferson County,36.2918339,-96.7065914
Love County,39.5800298,-105.2662931
Choctaw County,33.985839,-97.2221421
Coal County,33.9851472,-95.5197394
Jackson County,34.568577,-96.2800864
Mayes County,38.9914998,-94.315422
Washita County,36.2322429,-95.3102505
McIntosh County,35.3234027,-98.9245343
Noble County,31.4748147,-81.3839326
Osage County,41.4277391,-85.354965
Hughes County,36.6189367,-96.2375947
Murray County,44.3535022,-99.8124935
Custer County,34.7928029,-84.7315563
Seminole County,38.0615578,-105.3131185
Ottawa County,28.7131688,-81.2078164
Le Flore County,42.953023,-86.0937312
Pontotoc County,34.8622042,-94.645035
Adair County,34.7685043,-96.663812
Sequoyah County,41.2741733,-94.479976
Johnston County,35.5155322,-94.7691586
Lincoln County,35.4403514,-78.3842227
Latimer County,35.4637028,-81.2078164
Cimarron County,34.835035,-95.3102505
Harmon County,36.7936335,-102.6216211
Harper County,34.7305114,-99.8124935
Roger Mills County,37.1096002,-98.0465185
Oregon,35.616176,-99.634135
US ,43.8041334,-120.5542012
Lake County,37.09024,-95.712891
Josephine County,42.3689363,-87.8271534
Clackamas County,42.3447572,-123.4568737
Multnomah County,45.2023855,-122.1188945
Jackson County,45.5145659,-122.5863211
Crook County,38.9914998,-94.315422
Hood River County,44.0978126,-120.0963654
Polk County,45.5605475,-121.6378798
Washington County,27.8617347,-81.6911559
Yamhill County,45.5469616,-123.1386021
Lincoln County,45.1771983,-123.2395303
Benton County,35.4637028,-81.2078164
Baker County,44.6281686,-123.3873877
Jefferson County,44.7652304,-117.67692
Coos County,39.5800298,-105.2662931
Deschutes County,43.242897,-124.105737
Wallowa County,43.83251,-121.2616541
Columbia County,45.592984,-116.9717994
Marion County,33.5098514,-82.2583297
Clatsop County,29.2787765,-82.12784
Union County,46.0210796,-123.7653042
Linn County,34.9338651,-80.543845
Curry County,42.0659844,-91.6760691
Klamath County,42.5440503,-124.2781762
Malheur County,42.6952767,-121.6142133
Grant County,43.21716,-117.5791892
Umatilla County,47.1981147,-119.3732456
Tillamook County,45.7750424,-118.7606453
Lane County,45.5293478,-123.7052374
Morrow County,43.9610092,-122.6618227
Wasco County,40.5303751,-82.8007993
Harney County,45.0600051,-121.2375122
Douglas County,43.1423225,-119.0116305
Gilliam County,39.2587106,-104.9388853
Sherman County,45.4565608,-120.1802024
Wheeler County,45.4122013,-120.753042
Pennsylvania,44.6659766,-120.0829624
US ,41.2033216,-77.1945247
Sullivan County,37.09024,-95.712891
Lycoming County,41.6897493,-74.7805192
Elk County,41.2720004,-77.1024902
Centre County,41.4284924,-78.5660852
Warren County,40.8765649,-77.8367282
Montgomery County,39.4241422,-84.1857115
Chester County,39.1547426,-77.2405153
Mercer County,40.0010204,-75.8069082
Delaware County,40.3028533,-74.7337069
Allegheny County,39.907793,-75.3878525
Bucks County,40.4450813,-80.0087746
Armstrong County,40.4107964,-75.2479061
Butler County,40.8790518,-79.4703885
Beaver County,39.440463,-84.5222189
Fulton County,40.6367812,-80.365865
Washington County,33.8033965,-84.3962535
Tioga County,45.5469616,-123.1386021
Erie County,42.1256317,-76.3637285
Lebanon County,42.9023958,-78.8661589
Westmoreland County,40.3666686,-76.5025742
Greene County,40.2353963,-79.4703885
Cumberland County,39.697399,-83.8897057
Cameron County,34.9542604,-78.7476208
Northampton County,26.1284971,-97.5247243
Crawford County,40.7749283,-75.294569
York County,41.6661391,-80.2767327
Columbia County,37.2103925,-76.3868797
Bedford County,33.5098514,-82.2583297
Wyoming County,37.2538794,-79.4703885
Monroe County,42.642052,-78.2020387
Dauphin County,43.2841246,-77.7452081
Lancaster County,40.2734277,-76.7336521
Philadelphia County,40.0466571,-76.1783739
Berks County,39.9525839,-75.1652215
Northumberland County,40.3451566,-75.9927652
Bradford County,40.8674339,-76.6874701
Lehigh County,41.8362502,-76.5488232
McKean County,40.6519679,-75.5742467
Fayette County,41.8133351,-78.4751945
Lawrence County,33.4502206,-84.4802606
Mifflin County,40.957855,-80.365865
Luzerne County,40.652279,-77.6077865
Cambria County,41.1404353,-75.9927652
Adams County,40.4894231,-78.7476208
Venango County,39.8398269,-104.1930918
Lackawanna County,41.3896611,-79.8296743
Montour County,41.4421199,-75.5742467
Clearfield County,41.0262303,-76.6874701
Susquehanna County,40.9519685,-78.5660852
Forest County,41.745553,-75.8069082
Snyder County,45.6704497,-88.8375807
Clinton County,40.750748,-77.0564464
Carbon County,42.9663458,-84.5222189
Blair County,40.901975,-75.667356
Wayne County,40.4531318,-78.3842227
Clarion County,42.2790746,-83.336188
Union County,41.1982095,-79.4703885
Schuylkill County,34.9338651,-80.543845
Indiana County,40.6873058,-76.1783739
Huntingdon County,40.6850762,-79.1096901
Perry County,40.4155273,-78.0195387
Potter County,40.371376,-77.2405153
Franklin County,35.404373,-101.9804613
Juniata County,40.0154745,-82.9931607
Pike County,40.5521642,-77.4242972
Jefferson County,41.3361875,-75.0611147
Somerset County,39.5800298,-105.2662931
Puerto Rico,40.5292099,-74.6400432
US ,18.220833,-66.590149
Rhode Island,37.09024,-95.712891
US ,41.5800945,-71.4774291
Bristol County,37.09024,-95.712891
Washington County,41.7938406,-71.1448516
Newport County,45.5469616,-123.1386021
Kent County,41.5016969,-71.2399037
Providence County,43.0097027,-85.520024
South Carolina,41.8881582,-71.4774291
US ,33.836081,-81.1637245
Lee County,37.09024,-95.712891
Marlboro County,26.6630286,-81.9534815
Marion County,34.5582435,-79.6951103
Williamsburg County,29.2787765,-82.12784
Chester County,33.6293606,-79.6502105
Sumter County,40.0010204,-75.8069082
Darlington County,28.6747526,-82.0842901
Fairfield County,34.3649897,-80.0087746
Clarendon County,39.830506,-82.6483442
Florence County,33.6734243,-80.1875065
Richland County,33.9828684,-79.6502105
Bamberg County,34.0412165,-80.9428911
Charleston County,33.2074402,-81.0754657
Dillon County,32.7956561,-79.7848422
Union County,34.3596012,-79.4253776
Calhoun County,34.9338651,-80.543845
Georgetown County,33.7701576,-85.80766
Dorchester County,33.4213399,-79.2902133
York County,33.1680383,-80.543845
Horry County,37.2103925,-76.3868797
Orangeburg County,33.9196567,-78.9288242
Kershaw County,33.5635155,-81.0754657
Spartanburg County,34.3671762,-80.5882803
Chesterfield County,34.860551,-81.9534815
Allendale County,37.3673217,-77.6077865
Cherokee County,33.0059695,-81.3839326
Greenville County,34.2514526,-84.4802606
Lancaster County,34.9297484,-82.345189
Colleton County,40.0466571,-76.1783739
Berkeley County,32.8242297,-80.7214417
Beaufort County,33.1260618,-80.0087746
Edgefield County,32.2860396,-80.7214417
Anderson County,33.8015886,-81.9534815
Pickens County,34.5528328,-82.6483442
Hampton County,34.9046217,-82.6483442
Greenwood County,32.8084577,-81.1196075
Jasper County,34.1672949,-82.12784
McCormick County,32.491436,-81.0754657
Lexington County,33.8655162,-82.2583297
Oconee County,33.9309651,-81.2518833
Barnwell County,34.749245,-82.9931607
Abbeville County,33.279925,-81.4718387
Laurens County,34.1891221,-82.4752757
Saluda County,34.5203466,-82.12784
Newberry County,34.008713,-81.734942
Aiken County,34.309094,-81.6035062
South Dakota,33.6005783,-81.6035062
US ,43.9695148,-99.9018131
Potter County,37.09024,-95.712891
Miner County,35.404373,-101.9804613
Stanley County,44.0643951,-97.6982272
Dewey County,44.3386264,-100.8000051
Gregory County,36.017265,-98.9245343
Kingsbury County,43.1983133,-99.1013498
Deuel County,44.3777311,-97.5247243
Douglas County,41.1401755,-102.3005803
Moody County,39.2587106,-104.9388853
Tripp County,43.9779303,-96.663812
Hanson County,43.2236446,-99.7232673
Davison County,43.6082107,-97.6982272
Minnehaha County,43.7242124,-98.2212979
Edmunds County,43.6631787,-96.8350999
Brule County,45.458626,-99.181873
Lake County,43.6572515,-99.1013498
Clark County,42.3689363,-87.8271534
Turner County,36.0795613,-115.094045
McCook County,31.6976531,-83.634843
Walworth County,43.6310744,-97.3516558
Beadle County,42.6202834,-88.556531
Lincoln County,44.4797351,-98.2212979
Brookings County,35.4637028,-81.2078164
Hughes County,44.4211592,-96.8350999
Charles Mix County,44.3535022,-99.8124935
Hutchinson County,43.0985109,-98.3964938
Codington County,35.8031909,-101.4339148
Brown County,44.9953593,-97.2348746
Union County,44.4561674,-87.9334803
Grant County,34.9338651,-80.543845
Hamlin County,47.1981147,-119.3732456
Clay County,44.6998712,-97.179026
Shannon County,29.9943564,-81.7787021
Spink County,37.2028249,-91.443469
Day County,44.844023,-98.3516918
Yankton County,45.4167482,-97.7023716
Bon Homme County,43.016179,-97.3516558
Fall River County,42.9814835,-97.87216
Roberts County,43.2240279,-103.4511768
Lawrence County,35.8540979,-100.8903099
Meade County,40.957855,-80.365865
Butte County,44.4415188,-102.6855069
Pennington County,39.6253952,-121.5370003
Custer County,43.8901111,-102.2547919
Aurora County,38.0615578,-105.3131185
Bennett County,39.7294319,-104.8319195
Buffalo County,43.1223577,-101.6157773
Campbell County,44.3102354,-91.7538817
Corson County,37.221014,-79.1096901
Faulk County,45.7623333,-101.690976
Haakon County,45.0827008,-99.1531325
Hand County,44.2671365,-101.5248055
Harding County,44.494661,-99.0128926
Hyde County,35.8925537,-103.8216261
Jackson County,35.3777712,-76.1783739
Jerauld County,38.9914998,-94.315422
Jones County,44.0364698,-98.6160674
Lyman County,31.5343241,-89.1705998
Marshall County,43.9016694,-99.8124935
McPherson County,34.3652297,-86.3376761
Mellette County,38.3164433,-97.6982272
Perkins County,43.5169738,-100.7097867
Sanborn County,40.7922353,-101.4339148
Sully County,44.0403291,-98.0465185
Todd County,44.7797647,-100.0681792
Ziebach County,46.0307728,-94.8315488
Tennessee,44.8481045,-101.702202
US ,35.5174913,-86.5804473
Benton County,37.09024,-95.712891
Henry County,44.6281686,-123.3873877
Carroll County,33.4347963,-84.1435136
Shelby County,39.5423418,-77.0564464
Williamson County,35.1268552,-89.9253233
Humphreys County,30.7591685,-97.6982272
Hamilton County,36.0245773,-87.7369607
Tipton County,35.1618966,-85.1479364
Fayette County,35.5217179,-89.7379958
Scott County,33.4502206,-84.4802606
Madison County,44.6834072,-93.5407909
Hardeman County,38.9041402,-89.9253233
Lauderdale County,35.1229172,-89.0179332
Knox County,34.8840876,-87.658113
Dickson County,35.9874629,-83.9419784
Marshall County,36.1459799,-87.3016132
Cumberland County,34.3652297,-86.3376761
Smith County,34.9542604,-78.7476208
Anderson County,32.3352505,-95.3102505
Obion County,34.5528328,-82.6483442
Robertson County,36.3469439,-89.1705998
Sumner County,36.5250666,-86.8621827
Montgomery County,36.4718084,-86.4996546
Weakley County,39.1547426,-77.2405153
Haywood County,36.3428865,-88.7108964
Davidson County,35.624394,-82.9931607
Perry County,35.7748479,-80.1875065
Sevier County,40.371376,-77.2405153
Union County,35.8271682,-83.5070203
Rutherford County,34.9338651,-80.543845
Loudon County,35.7724263,-86.3376761
Gibson County,39.076767,-77.6536125
Cannon County,38.3338249,-87.5791287
Crockett County,35.8070317,-86.0529604
Cheatham County,30.5977955,-101.1617356
Maury County,36.184749,-87.1023746
Warren County,35.6195242,-87.1422895
Wilson County,39.4241422,-84.1857115
Grainger County,35.6925497,-77.8824596
Blount County,36.3059333,-83.5496566
Marion County,35.6710541,-83.8473015
Trousdale County,29.2787765,-82.12784
Claiborne County,36.396385,-86.1548269
Macon County,36.4830423,-83.634843
Hancock County,35.1197519,-83.336188
Bedford County,39.8249915,-85.8486236
DeKalb County,37.2538794,-79.4703885
Hamblen County,33.7956441,-84.2278796
Morgan County,36.2054334,-83.2934086
White County,41.0576176,-111.6183755
Chester County,34.6567728,-83.7199136
Roane County,40.0010204,-75.8069082
Unicoi County,35.836117,-84.564147
Campbell County,36.073032,-82.5185837
Stewart County,37.221014,-79.1096901
Sullivan County,36.5023236,-87.7763333
Hardin County,41.6897493,-74.7805192
Washington County,30.364764,-94.315422
Bledsoe County,45.5469616,-123.1386021
Jefferson County,35.6028856,-85.2308414
Dyer County,39.5800298,-105.2662931
McNairy County,36.0445248,-89.436391
Hickman County,35.1183208,-88.556531
Wayne County,35.8012797,-87.460397
McMinn County,42.2790746,-83.336188
Bradley County,35.4037048,-84.6479124
Greene County,35.1937778,-84.8567932
Meigs County,39.697399,-83.8897057
Monroe County,39.0874307,-81.9971108
Houston County,43.2841246,-77.7452081
Henderson County,32.4219655,-83.634843
Sequatchie County,35.3725873,-82.4319405
Lawrence County,35.3469428,-85.3962769
Coffee County,40.957855,-80.365865
Fentress County,35.4576849,-86.0529604
Franklin County,36.37106,-84.8984775
Hawkins County,40.0154745,-82.9931607
Overton County,36.4445545,-82.9501558
Polk County,36.3880346,-85.3136218
Giles County,27.8617347,-81.6911559
Putnam County,37.3132885,-80.6770787
Clay County,41.4351069,-73.7948516
Rhea County,29.9943564,-81.7787021
Moore County,35.5927914,-84.981754
Cocke County,35.3674493,-79.4703885
Van Buren County,35.9359517,-83.1220074
Grundy County,42.2459665,-86.0121573
Jackson County,41.3500531,-88.4016041
Lincoln County,38.9914998,-94.315422
Lewis County,35.4637028,-81.2078164
Carter County,46.6195461,-122.4554639
Lake County,36.2638604,-82.12784
Johnson County,42.3689363,-87.8271534
Decatur County,38.845412,-94.8520636
Pickett County,39.3176186,-85.520024
Texas,36.5541091,-85.1479364
US ,31.9685988,-99.9018131
Collingsworth County,37.09024,-95.712891
Runnels County,35.0351623,-100.3497895
Karnes County,31.8714508,-99.9912254
Lavaca County,28.9089085,-97.87216
Delta County,29.3359054,-96.8350999
Winkler County,38.8531357,-107.763621
Rockwall County,31.76846,-103.0817903
Freestone County,32.8721646,-96.365157
Garza County,31.7534889,-96.1526985
Parker County,33.1955897,-101.2523792
Bell County,32.7415519,-97.87216
Kaufman County,31.134411,-97.5247243
Comal County,32.5889211,-96.3089299
Wheeler County,29.8105572,-98.2212979
Polk County,44.6659766,-120.0829624
Yoakum County,27.8617347,-81.6911559
Denton County,33.2114703,-102.8975098
Morris County,33.1418611,-97.179026
Clay County,40.8336038,-74.5463282
Randall County,29.9943564,-81.7787021
Williamson County,34.9020377,-101.7979613
Erath County,30.7591685,-97.6982272
Hamilton County,32.1793404,-98.2212979
Collin County,35.1618966,-85.1479364
Taylor County,33.1795213,-96.4929797
Gregg County,32.2455088,-99.8124935
Blanco County,32.4892547,-94.8520636
Kendall County,30.3500511,-98.3964938
Palo Pinto County,41.5507043,-88.4403883
Tarrant County,32.7511956,-98.3104184
Travis County,32.7732044,-97.3516558
Gray County,30.2097015,-97.6982272
Lamar County,35.3352558,-100.8903099
Dallas County,33.75694,-95.6457951
Nolan County,32.8024682,-96.8350999
Guadalupe County,32.3818737,-100.3497895
Navarro County,29.6477307,-97.87216
Mills County,32.0991878,-96.4929797
Walker County,41.0624496,-95.6457951
Cherokee County,30.6815394,-95.6457951
Montgomery County,34.2514526,-84.4802606
Lampasas County,39.1547426,-77.2405153
Scurry County,31.2737682,-98.2212979
Bastrop County,32.6937844,-100.8903099
Ellis County,30.0458708,-97.3516558
Kleberg County,32.2619765,-96.8350999
Aransas County,27.4308339,-97.6982272
Chambers County,28.0761262,-96.9638624
Anderson County,29.7524956,-94.6863782
San Patricio County,34.5528328,-82.6483442
Smith County,27.9999695,-97.5247243
Fort Bend County,32.3352505,-95.3102505
Hood County,29.5692614,-95.8142885
Wilbarger County,32.4296296,-97.8286368
Falls County,34.0688089,-99.2785583
Matagorda County,31.1636412,-97.0068393
Johnson County,28.8204837,-95.9832577
Dallam County,38.845412,-94.8520636
Harris County,36.20745,-102.5298028
Ector County,29.7751825,-95.3102505
Hill County,31.8246483,-102.5298028
Hays County,32.0621768,-97.179026
Limestone County,30.0537607,-98.0028892
Camp County,34.7800072,-86.9423801
Grayson County,32.9567043,-94.9974461
Bexar County,33.7062406,-96.663812
Hutchinson County,29.4200763,-98.5721016
Lubbock County,35.8031909,-101.4339148
Galveston County,33.6753624,-101.7979613
Cass County,29.3763499,-94.8520636
Waller County,38.6574448,-94.315422
Parmer County,29.9751629,-96.0255738
McLennan County,34.4604292,-102.7135121
Castro County,31.5182285,-97.179026
Bosque County,34.4985047,-102.3463875
Goliad County,31.8507607,-97.6982272
Hardin County,28.5673709,-97.3516558
Grimes County,30.364764,-94.315422
Brazos County,30.4829853,-95.9832577
Midland County,30.6504141,-96.3226072
Victoria County,43.5750978,-84.3542049
Wood County,28.7712909,-97.0068393
Floyd County,44.4747774,-90.0746767
Wichita County,38.2869276,-85.8895551
Rusk County,33.9309651,-98.7481167
Coryell County,45.5193649,-91.1563029
Brazoria County,31.4774358,-97.87216
Jim Wells County,29.2131857,-95.4777811
Bowie County,27.7841718,-98.0465185
Haskell County,33.4473287,-94.479976
Milam County,33.1403423,-99.8124935
Tom Green County,30.8092642,-96.9795011
Pecos County,31.3839017,-100.439656
Harrison County,30.8253214,-102.6216211
Gillespie County,30.432087,-89.0179332
Henderson County,30.314993,-98.9245343
Kerr County,35.3725873,-82.4319405
Hunt County,30.0945305,-99.456155
Potter County,33.1967938,-96.1526985
Upshur County,35.404373,-101.9804613
Frio County,32.7099747,-94.976654
Orange County,28.831355,-99.1013498
Van Zandt County,33.7174708,-117.8311428
El Paso County,32.4936974,-95.8142885
Wise County,38.9108325,-104.4723301
Leon County,33.2895861,-97.6982272
Andrews County,30.4906177,-84.1857115
Moore County,32.342627,-102.7135121
Atascosa County,35.3674493,-79.4703885
Wharton County,28.8661281,-98.5721016
Callahan County,29.3690932,-96.1526985
Eastland County,32.2728116,-99.456155
Baylor County,32.3240465,-98.7481167
Nueces County,33.5373926,-99.2785583
Stephens County,27.7693351,-97.4814163
Jefferson County,34.5458998,-83.2934086
Hopkins County,39.5800298,-105.2662931
Starr County,33.2282942,-95.4777811
Burleson County,26.6215167,-98.7481167
Houston County,30.4500257,-96.663812
Cameron County,32.4219655,-83.634843
Ochiltree County,26.1284971,-97.5247243
Crosby County,36.2921544,-100.8000051
Sabine County,33.5500004,-101.2523792
Burnet County,31.2974233,-93.8248241
Live Oak County,30.7270349,-98.2212979
Liberty County,28.342294,-98.0465185
Terry County,30.1633593,-94.8105955
Jasper County,33.0909654,-102.3463875
Fannin County,32.491436,-81.0754657
Marion County,33.5544296,-96.1526985
Ward County,29.2787765,-82.12784
Gonzales County,48.2147451,-101.5805256
Panola County,29.4834878,-97.5247243
Angelina County,32.1920035,-94.315422
Red River County,31.2704698,-94.645035
Rains County,33.6072302,-94.976654
Washington County,32.9009129,-95.7721204
Madison County,45.5469616,-123.1386021
Reeves County,38.9041402,-89.9253233
Duval County,31.4307975,-103.7289167
Webb County,30.3500511,-81.6035062
Mason County,27.8174487,-99.0128926
DeWitt County,47.4251146,-123.1951376
Somervell County,29.1235194,-97.3516558
Medina County,32.2547696,-97.7416703
Swisher County,41.080133,-81.9534815
Austin County,34.5532757,-101.7979613
Nacogdoches County,29.8711291,-96.2800864
Colorado County,31.6353071,-94.645035
San Jacinto County,29.5378648,-96.4929797
Jones County,30.5187687,-95.1432068
San Augustine County,31.5343241,-89.1705998
Dimmit County,31.4699363,-94.1513764
Brown County,28.4116514,-99.8124935
Hockley County,44.4561674,-87.9334803
Howard County,33.6212592,-102.3463875
Bailey County,39.2873463,-76.964306
Fayette County,34.0913057,-102.8975098
Maverick County,33.4502206,-84.4802606
Dawson County,28.7410473,-100.3497895
Lee County,34.412912,-84.1435136
Trinity County,26.6630286,-81.9534815
Hidalgo County,40.6329485,-123.0622553
Bee County,26.4656319,-98.2212979
Franklin County,28.3624206,-97.6982272
Young County,40.0154745,-82.9931607
Montague County,33.2200087,-98.7481167
Uvalde County,33.6460993,-97.6982272
Val Verde County,29.3342663,-99.8124935
Caldwell County,29.8687682,-101.1617356
Titus County,35.9227448,-81.5596427
Hale County,33.2493126,-94.976654
Newton County,34.1064941,-101.8891721
Mitchell County,33.5544296,-83.8473015
Willacy County,36.0277763,-82.1496049
Shelby County,26.4948223,-97.6982272
Zavala County,35.1268552,-89.9253233
Childress County,28.8801264,-99.7232673
Wilson County,34.5257527,-100.1703257
Cooke County,35.6925497,-77.8824596
Lamb County,33.6672185,-97.3516558
Coleman County,34.1486153,-102.3463875
McCulloch County,31.7320219,-99.456155
Brooks County,31.2016122,-99.2785583
Bandera County,27.0273057,-98.2212979
Jack County,29.7404135,-99.2785583
Robertson County,33.2560382,-98.2212979
Calhoun County,36.5250666,-86.8621827
Deaf Smith County,33.7701576,-85.80766
Jackson County,35.0017354,-102.5298028
Gaines County,38.9914998,-94.315422
Zapata County,32.6987519,-102.7135121
Tyler County,26.9730763,-99.1013498
Archer County,30.7324447,-94.315422
Llano County,33.5761511,-98.7481167
Brewster County,30.692528,-98.7481167
Refugio County,29.6629938,-103.3587288
Comanche County,28.3465339,-97.1359377
Armstrong County,34.6612778,-98.3964938
Borden County,40.8790518,-79.4703885
Briscoe County,32.8233108,-101.4339148
Carson County,34.526178,-101.1617356
Cochran County,35.4578717,-101.4339148
Coke County,33.5643803,-102.8975098
Concho County,31.8277663,-100.5296115
Cottle County,31.3431641,-99.8124935
Crane County,34.159117,-100.3497895
Crockett County,31.4654966,-102.5298028
Culberson County,30.5977955,-101.1617356
Dickens County,31.347767,-104.4723301
Donley County,33.5985109,-100.7097867
Edwards County,34.9875355,-100.8903099
Fisher County,29.9282955,-100.439656
Foard County,32.7398733,-100.3497895
Glasscock County,33.9865825,-99.7678687
Hall County,31.912308,-101.6157773
Hansford County,34.30778,-83.804868
Hardeman County,36.3183749,-101.4339148
Hartley County,35.1229172,-89.0179332
Hemphill County,35.8647957,-102.5298028
Hudspeth County,35.9022267,-100.3497895
Irion County,31.5707433,-105.5943388
Jeff Davis County,31.2557696,-100.8903099
Jim Hogg County,30.750805,-104.1930918
Kenedy County,26.995506,-98.7481167
Kent County,26.8697147,-97.6982272
Kimble County,43.0097027,-85.520024
King County,30.4338473,-99.8124935
Kinney County,47.5480339,-121.9836029
Knox County,29.2934865,-100.3497895
La Salle County,35.9874629,-83.9419784
Lipscomb County,28.2758921,-99.1013498
Loving County,36.2464455,-100.3497895
Lynn County,31.8883434,-103.6362715
Martin County,33.1446401,-101.7979613
McMullen County,27.0804935,-80.4103957
Menard County,28.3102323,-98.5721016
Motley County,30.9802428,-99.8124935
Oldham County,34.1280332,-100.7097867
Presidio County,38.3560025,-85.4788065
Reagan County,29.9480666,-104.1001326
Real County,31.2903569,-101.5248055
Roberts County,29.8851459,-99.8124935
San Saba County,35.8540979,-100.8903099
Schleicher County,31.238909,-98.7481167
Shackelford County,30.9234947,-100.5296115
Sherman County,32.8242297,-99.2785583
Sterling County,45.4122013,-120.753042
Stonewall County,31.781493,-101.0711758
Sutton County,33.1114912,-100.1703257
Terrell County,30.5598827,-100.5296115
Throckmorton County,30.2348611,-102.1632718
Upton County,33.1814565,-99.2785583
Utah,31.3384843,-101.9804613
US ,39.3209801,-111.0937311
Grand County,37.09024,-95.712891
Millard County,40.0727382,-106.0640179
Emery County,39.0611744,-113.1918021
Tooele County,39.0738385,-110.7122465
Kane County,40.507092,-113.0011989
Salt Lake County,41.987884,-88.4016041
Davis County,40.644188,-111.9522491
Wasatch County,40.9628845,-112.0953297
Cache County,40.3629418,-110.9983515
Summit County,41.7560026,-111.7614661
Morgan County,41.0918991,-81.5596427
Utah County,41.0576176,-111.6183755
Carbon County,40.0966287,-111.5706786
Beaver County,40.901975,-75.667356
Washington County,40.6367812,-80.365865
Box Elder County,45.5469616,-123.1386021
Iron County,41.5380087,-113.1918021
Sanpete County,37.7854715,-113.1918021
Juab County,39.3090085,-111.5706786
Sevier County,39.7108104,-112.7152125
Weber County,35.8271682,-83.5070203
Garfield County,41.2602635,-111.9522491
Uintah County,39.6584775,-107.763621
Duchesne County,40.1069499,-109.3783206
San Juan County,40.2172448,-110.5215459
Daggett County,48.6118035,-122.9602621
Piute County,40.9053845,-109.5211063
Rich County,38.3997408,-112.1430215
Wayne County,41.5629707,-111.1891151
Vermont,42.2790746,-83.336188
US ,44.5588028,-72.5778415
Lamoille County,37.09024,-95.712891
Chittenden County,44.6433418,-72.6314026
Windsor County,44.3959289,-72.9962431
Orleans County,43.4369244,-72.6151169
Washington County,43.4088624,-78.2020387
Addison County,45.5469616,-123.1386021
Bennington County,44.1197293,-73.164338
